q1_s_est,q2_s_est,dq1_s_est,dq2_s_est,q1_s_true,q2_s_true,dq1_s_true,dq2_s_true,u1_s,u2_s,q1_l_est,q2_l_est,dq1_l_est,dq2_l_est,q1_l_true,q2_l_true,dq1_l_true,dq2_l_true,u1_l,u2_l,COP_s,COP_l,com_x_s,com_z_s,com_x_l,com_z_l,dcom_x_s,dcom_z_s,dcom_x_l,dcom_z_l,ddcom_x_s,ddcom_z_s,ddcom_x_l,ddcom_z_l,dCOP_s,dCOP_l,ddCOP_s,ddCOP_l
0.0789919900246968,0.0004212642462553,0.0019374961322354,-0.0094879641151506,0.0873,0.0,0.0,0.0,0.0,0.0,0.194320917011146,-0.0056092962692468,0.0028701997856295,0.016265131111513,0.2,0.0,0.0,0.0,0.0,0.0,0.005318996485731,0.0103514736222159,0.001569382002860241,1.0299988043877184,0.0035953709576804446,1.029993724887524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0898275867223735,-0.0025314478617764,0.0111308524651278,-0.0001428228590476,0.08756324561719,-0.0008949125262172,-0.008472478663875,-0.0002747611627115,9.04366286660173,-14.1112746039165,0.20396535926841,-0.005154741907559,-0.0046631361675496,0.0223623430511749,0.198790572053276,-0.0006905960368265,-0.0059356578948485,-0.0120037339887443,19.9999999853074,-10.4430897358632,0.0003990717018077,0.0061942864394347,0.0015697409726219147,1.0299988038158334,0.003570254465953527,1.029993812239928,3.5896976167374035e-07,-5.718849838132201e-10,-2.511649172691737e-05,8.735240397683697e-08,3.5896976167374035e-07,-5.718849838132201e-10,-2.511649172691737e-05,8.735240397683697e-08,-0.0049199247839233,-0.0041571871827812005,-0.0049199247839233,-0.0041571871827812005
0.098502441268884,0.001022480349765,0.005291849696655,-0.0006101534153827,0.0859167273159055,-0.0020356797700985,-0.016072429268362,-0.0009100252230227,11.3960802254335,-12.6605405221979,0.208603851583999,-0.008434098424806,-0.0134108925403182,-0.007902280730055,0.19700049385426,-0.0007359901568024,-0.0200859755594468,-0.0091550509093686,20.0,-26.8905125982687,0.0003361657179088,0.0022862493602185,0.0015345668914570447,1.0299988567175042,0.0035378527801272464,1.0299939240418146,-3.5174081164869976e-05,5.290167082172559e-08,-3.240168582628079e-05,1.1180188663750812e-07,-3.553305092654372e-05,5.347355580553881e-08,-7.285194099363422e-06,2.444948266067115e-08,-6.29059838989e-05,-0.003908037079216199,0.0048570188000244,0.00024915010356500126
0.0965966843593701,-0.0028390124114181,-0.0049457171468826,-2.82702524643049e-05,0.0850883496276977,-0.0007757805348971,-0.0209017726300957,-0.0025261199052638,13.1041659915392,-9.11789967183775,0.197660500895478,-0.0040281557028099,-0.0232839503343264,-0.0047493969291369,0.196668496487444,-0.000736133804419,-0.0311139522492557,-0.01395504419442,19.9999999999999,-20.1033790002243,0.0009738134475214,0.0039408041439359,0.001525832274778318,1.0299988698039284,0.0035318838327104687,1.0299939445268245,-8.734616678726789e-06,1.3086424166530719e-08,-5.968947416777701e-06,2.0485009910586882e-08,2.6439464486143188e-05,-3.981524665519487e-08,2.6432738409503092e-05,-9.131687672692124e-08,0.0006376477296126,0.0016545547837173995,0.0007005537135115,0.005562591862933598
0.09336914605518,-0.0011990168309,-0.0142615672998301,-0.0001891233567103,0.0861525750111747,-0.0003574348875862,-0.0236814952439022,-0.0027608591663141,14.6176259252007,-5.29518329134709,0.198155317086898,-0.0049598183003537,-0.0337132344436156,-0.0099024181052945,0.19717141925955,-0.0010156269313004,-0.0427176079554546,-0.0173761339439734,19.9999999999984,-20.5623787144504,0.0018396327694245,0.0038668298352413,0.0015470081377812776,1.0299988382312133,0.003539558914357294,1.0299939181649118,2.117586300295969e-05,-3.1572715109007277e-08,7.675081646825108e-06,-2.6361912652816955e-08,2.991047968168648e-05,-4.4659139275537996e-08,1.3644029063602809e-05,-4.6846922563403837e-08,0.0008658193219031,-7.397430869459948e-05,0.00022817159229049995,-0.001728529092411999
0.0959302768125973,-0.0009858374588299,-0.0159296021369549,-0.0072060098540539,0.0859550492162429,0.0002456241242369,-0.0286810323394293,-0.0020680664397897,17.0498136916477,-8.35583291690824,0.198174471565578,-0.0056368865675053,-0.0458834118191594,-0.0176956949735523,0.19594301346286,-0.0018662868544391,-0.0545578993097442,-0.0190369853404504,19.9999999999988,-21.9830739366511,0.0005677217547074,0.0034746978416857,0.0015464043410168761,1.0299988391400032,0.003513319041805132,1.0299940079274745,-6.037967644014798e-07,9.087899321968962e-10,-2.6239872552161984e-05,8.976256271608918e-08,-2.177965976736117e-05,3.248150504120417e-08,-3.391495419898709e-05,1.1612447536890613e-07,-0.0012719110147171,-0.0003921319935556002,-0.0021377303366202,-0.0003181576848610007
0.0904998485872952,-0.0004453236241933,-0.0249965211263219,-0.0060289455157064,0.0864994289850979,-0.0006250797521331,-0.0315739867723427,-0.0048073617738335,17.9069860937186,-3.90007176644121,0.196006748755908,-0.0050354060288373,-0.0560299612447617,-0.0209550625106479,0.193999465218901,-0.0005862414678273,-0.064635499317434,-0.0220274833726375,19.9999999999999,-20.7756946651709,0.0017238803310185,0.0036249600060368,0.001551935528826679,1.0299988308105597,0.0034846357339739344,1.0299941054645976,5.531187809802891e-06,-8.329443579313534e-09,-2.8683307831197432e-05,9.7537123044944e-08,6.134984574204371e-06,-9.23823351151043e-09,-2.4434352790354483e-06,7.774560328854818e-09,0.0011561585763111,0.00015026216435109997,0.0024280695910282,0.0005423941579067002
0.0920495902682736,0.0018674951429971,-0.0312738819154715,-0.0069973005681457,0.0884533177100601,-0.0033220015762111,-0.0351655108153559,-0.0089988268142291,19.5994637739749,-1.95964994147438,0.19478698640182,-0.0029267741425094,-0.0662088488618254,-0.0255051357460408,0.192500597505583,0.0001991300644053,-0.0774161252295852,-0.0262298076069732,19.9999999999993,-20.2341969605801,0.0021634418313896,0.0036513981666934,0.0015738807019323867,1.0299987971806503,0.0034615289327643906,1.0299941833888728,2.1945173105707714e-05,-3.362990930178e-08,-2.3106801209543757e-05,7.792427525465939e-08,1.6413985295904822e-05,-2.530046572246647e-08,5.576506621653675e-06,-1.9612847790284604e-08,0.0004395615003710998,2.643816065660016e-05,-0.0007165970759400002,-0.0001238240036944998
0.09168899775083,0.0023297311622919,-0.0344502962289409,-0.0101040978122258,0.0884335568120925,-0.0044759188222593,-0.0393716151759333,-0.0110601520967762,19.9999999999998,-2.47987832373247,0.195406528414889,-0.0030894757179958,-0.0791010113875343,-0.0302390306258332,0.192356655123612,0.0003422025202003,-0.0882863952129846,-0.0304911283988691,19.9999999999999,-19.7114689024031,0.0019881946773377,0.0037652026331917,0.0015678863655032944,1.029998806043379,0.0034596404907797497,1.0299941897312737,-5.994336429092318e-06,8.862728551051191e-09,-1.8884419846409636e-06,6.342400826753192e-09,-2.7939509534800032e-05,4.2492637852831194e-08,2.1218359224902793e-05,-7.15818744279062e-08,-0.00017524715405190005,0.00011380446649829996,-0.0006148086544229998,8.73663058416998e-05
0.0907614007089921,0.0028122645857507,-0.0369445253580218,-0.0136125633613679,0.0884103336984344,-0.0038604611865882,-0.0427183946343712,-0.0137649233901726,19.9999999999996,-3.5549431842455,0.197106516124819,-0.0016535643866353,-0.0907561304313466,-0.0350000603725217,0.191832082171662,-0.0020154640309838,-0.0989779462337907,-0.0350764002831114,19.9999999999999,-19.4625997587546,0.001683325920975,0.0038469299248401,0.0015704765767480297,1.0299988022565716,0.003438688684598871,1.0299942597705485,2.59021124473526e-06,-3.786807312167184e-09,-2.095180618087852e-05,7.003927482429617e-08,8.584547673827578e-06,-1.2649535863218375e-08,-1.9063364196237557e-05,6.369687399754298e-08,-0.0003048687563626997,8.172729164840006e-05,-0.00012962160231079966,-3.20771748498999e-05
0.0911384608801292,0.0059266588352047,-0.0417002816781566,-0.0140183548543215,0.0896001896627025,-0.004454866913585,-0.0465736349722547,-0.0167841428955244,19.9999999999979,-2.07512831696627,0.195224874246241,-0.002737504350556,-0.0975694340491263,-0.0380600377332517,0.191061140075638,-0.0012379831353608,-0.10829386146264,-0.038895848475005,19.9999999999998,-19.3107908034251,0.0021686382057764,0.0038219506361818,0.001588961651723287,1.0299987737523466,0.0034286290869234284,1.0299942933844557,1.8485074975257282e-05,-2.8504224980352433e-08,-1.0059597675442754e-05,3.361390721323687e-08,1.5894863730522022e-05,-2.471741766818525e-08,1.0892208505435767e-05,-3.64253676110593e-08,0.0004853122848013998,-2.4979288658300014e-05,0.0007901810411640995,-0.00010670658030670008
0.0876448215356144,0.004084682187889,-0.0462365478553226,-0.0146034334726324,0.0886215170871127,-0.0055256092833294,-0.0496098018759724,-0.021600677361361,20.0,-0.906132792639603,0.193804092714539,-0.0057025342938167,-0.105603345560266,-0.0443587243558528,0.188163496567577,-0.0019720343874435,-0.1216625076,-0.0434045082401899,20.0,-21.0719999670737,0.0024393624713027,0.0032440506222481,0.00156613555316498,1.0299988083810023,0.003372951516678669,1.0299944771450442,-2.282609855830701e-05,3.462865572068097e-08,-5.567757024475947e-05,1.837605885235405e-07,-4.131117353356429e-05,6.31328807010334e-08,-4.5617972569316715e-05,1.5014668131030362e-07,0.00027072426552630013,-0.0005779000139337002,-0.00021458801927509968,-0.0005529207252754002
