q1_s_est,q2_s_est,dq1_s_est,dq2_s_est,q1_s_true,q2_s_true,dq1_s_true,dq2_s_true,u1_s,u2_s,q1_l_est,q2_l_est,dq1_l_est,dq2_l_est,q1_l_true,q2_l_true,dq1_l_true,dq2_l_true,u1_l,u2_l,COP_s,COP_l,com_x_s,com_z_s,com_x_l,com_z_l,dcom_x_s,dcom_z_s,dcom_x_l,dcom_z_l,ddcom_x_s,ddcom_z_s,ddcom_x_l,ddcom_z_l,dCOP_s,dCOP_l,ddCOP_s,ddCOP_l
0.0795976592713143,-7.13465252874278e-05,0.0009318652477743,0.0093525120739071,0.0873,0.0,0.0,0.0,0.0,0.0,0.194489248262933,-0.0032920394187972,-0.0044304903397336,-0.0058050950266076,0.2,0.0,0.0,0.0,0.0,0.0,0.0056100919979202,0.01076333629712,0.0015217907710822665,0.9987642727432148,0.003486341969032098,0.998759347277966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0924605370285856,-0.0029869613775886,0.0143882927892256,-0.0001220028927746,0.0864873029292334,-0.0004384199346969,-0.0056661818645813,0.0018083370915178,6.35095127046248,-0.738948071208355,0.196190115898887,-0.0024790910357595,0.0046806143974827,0.0084866313914501,0.20024222219367,0.0001002832728384,-0.012558716510786,-0.007514571210346,19.9999999978262,-4.37321728915251,0.004506840163217,0.0078475865662914,0.0015060218912815151,0.9987642966405131,0.003490930773586939,0.9987593312491561,-1.5768879800751338e-05,2.38972983623853e-08,4.588804554840967e-06,-1.6028809946000422e-08,-1.5768879800751338e-05,2.38972983623853e-08,4.588804554840967e-06,-1.6028809946000422e-08,-0.0011032518347032002,-0.0029157497308286012,-0.0011032518347032002,-0.0029157497308286012
0.0932848420696032,1.62217915610865e-05,0.0130201689252254,-0.0061417464436696,0.0860147131657356,-0.0005045611702526,-0.0133050642484755,0.0102326053040728,7.13138757074348,1.66682262119716,0.197768069816433,-0.0059765219747111,-0.0166725784199334,0.0046537460867179,0.200530341102642,0.0018667082013632,-0.0228504916653353,-0.0159898556067595,20.0,-5.04178454686773,0.004974196388561,0.0076852967718989,0.0014975421287945277,0.9987643093894516,0.0035024083730466854,0.9987592909783514,-8.479762486987433e-06,1.2748938460482862e-08,1.1477599459746354e-05,-4.0270804690933915e-08,7.289117313763905e-06,-1.1148359901902438e-08,6.888794904905387e-06,-2.4241994744933493e-08,0.00046735622534400077,-0.0001622897943924992,0.001570608060047201,0.002753459936436102
0.0926293333515873,-0.0023474573263608,-0.0011161088772252,0.0073487322605935,0.0851922354653276,4.85784673125018e-05,-0.0186350943693277,0.0030397945743554,10.9950191323414,-3.2289312839432,0.193460694295328,-0.0045250027214029,-0.0284992018494787,-0.0122641087055643,0.200361899942532,0.000597403358446,-0.0387251406551559,-0.0115704431938371,19.9999999999998,0.0980356022363793,0.003064235796919,0.0087229772416717,0.0014852263241240957,0.9987643277861302,0.0034948336262045788,0.9987593175912752,-1.2315804670432005e-05,1.8396678624910123e-08,-7.5747468421065965e-06,2.6612923864632876e-08,-3.836042183444572e-06,5.647740164427262e-09,-1.905234630185295e-05,6.688372855556679e-08,-0.0019099605916420002,0.0010376804697727997,-0.002377316816986001,0.0011999702641652989
0.0884694392336569,-0.0026693439258953,-0.0077085521976224,-0.0014627774724522,0.0840169104344912,-0.0014368823479929,-0.0259200036167137,0.0018510457711299,12.8902538104661,-0.118973153097855,0.195628560504863,-0.0026782241512335,-0.0393364592096688,-0.0076980303423099,0.200163865401791,-0.0006755443378246,-0.0531767560138525,-0.0130161920010303,19.9999999999975,-2.1859253033254,0.0035835335465641,0.0082981709444838,0.001459309891256143,0.9987643659372938,0.0034867297053206804,0.9987593459129276,-2.5916432867952597e-05,3.815116356165049e-08,-8.103920883898406e-06,2.8321652356666505e-08,-1.3600628197520592e-05,1.975448493674037e-08,-5.291740417918099e-07,1.7087284920336288e-09,0.0005192977496450996,-0.0004248062971878991,0.0024292583412871,-0.0014624867669606988
0.090154106453737,-0.0023155134329501,-0.0166307853032335,-0.0028831775625752,0.0853410292761111,-0.0016677853118062,-0.0292307802898956,0.0010243429396539,15.9506568742478,0.446975760972045,0.197176183095292,-0.0015381155273705,-0.0517011487836346,-0.0095714876630094,0.200818032650874,-0.0022108668590432,-0.0632167623737671,-0.014175312374211,20.0,-2.43313049747882,0.0033610880538809,0.0083118426673623,0.0014815477535498145,0.9987643331795765,0.0034925222364701382,0.9987593255623515,2.22378622936714e-05,-3.275771731647836e-08,5.792531149457873e-06,-2.035057611315949e-08,4.8154295161624e-05,-7.090888087812885e-08,1.389645203335628e-05,-4.8672228469825995e-08,-0.00022244549268319973,1.3671722878499937e-05,-0.0007417432423282994,0.000438478020066399
0.0888504193492586,-0.0009807683307856,-0.0210560013235167,-0.0037422332426754,0.0863446722587015,0.0001237531390939,-0.033997956586789,7.38086534038341e-05,17.2392352887865,0.903833275604207,0.196798711937844,-0.0035106251254499,-0.0699673499630356,-0.0084621612084839,0.200642704970569,-0.0020216234119164,-0.0734301075678952,-0.0187565704325346,19.9999999999989,-4.35294130680926,0.0033027393998828,0.0079172431460393,0.001505590005549164,0.9987642972961127,0.00349015755815127,0.9987593338486915,2.40422519993495e-05,-3.588346375593687e-08,-2.3646783188684475e-06,8.286340058560882e-09,1.8043897056780993e-06,-3.12574643945851e-09,-8.15720946832632e-06,2.8636916171720372e-08,-5.83486539981002e-05,-0.0003945995213230011,0.00016409683868509953,-0.000408271244201501
0.0889958513881772,-0.0005742564668955,-0.026064427990109,-0.0042591120300247,0.0867198059716194,0.0011730885384915,-0.0382587395610383,-0.00130601916371,18.8563746126017,1.14681472143952,0.199438825461796,-0.0030057052301302,-0.0795044928428849,-0.0119520265287199,0.200853992146759,-0.0024972822341747,-0.0855878555587724,-0.0237707162491126,19.9999999999989,-3.92706157995192,0.0031159538028678,0.0080231112738693,0.0015159639388982677,0.9987642815697223,0.003492102394247043,0.9987593269964041,1.037393334910367e-05,-1.5726390412140745e-08,1.944836095773162e-06,-6.852287404157664e-09,-1.366831865024583e-05,2.0157073343796128e-08,4.30951441464161e-06,-1.5138627462718546e-08,-0.000186785597015,0.00010586812783000034,-0.0001284369430168998,0.0005004676491530014
0.0871552963084113,-0.0014914628855973,-0.0337781851458676,-0.0063166927566108,0.0861821192006742,-0.0004548854666471,-0.0403960499203228,-0.0020558199438122,19.9999999999991,1.56922944567879,0.197576863776286,-0.0039520020595203,-0.0911145233597006,-0.0168615266892498,0.1983418828098,-0.0025670845627044,-0.0982438159467125,-0.02599116707165,19.9999999999999,-3.15356646687914,0.0030656090812764,0.0080669728761009,0.001500641840433373,0.9987643047381511,0.003448057123208522,0.9987594800179462,-1.532209846489478e-05,2.3168428842090805e-08,-4.404527103852099e-05,1.530215421041703e-07,-2.569603181399845e-05,3.889481925423155e-08,-4.599010713429415e-05,1.5987382950832796e-07,-5.0344721591399823e-05,4.38616022316006e-05,0.0001364408754236002,-6.200652559839974e-05
0.0838764651977958,-0.0019437008660167,-0.0379905892724215,-0.0092683258746157,0.0853182641593446,0.0006155564372876,-0.0454461712275413,-0.00134834461334,19.9999999999265,2.33272878093827,0.197693114285284,-0.0054084082937295,-0.105498554283755,-0.0179542883306145,0.195791040010953,-0.0028822754221188,-0.109988217839605,-0.0311935161572557,19.9999999999999,-4.00022004801691,0.0031901777672205,0.0077872527459749,0.001489495193845089,0.9987643214194347,0.0034024399104209653,0.9987596364190046,-1.1146646588283855e-05,1.6681283576680528e-08,-4.561721278755664e-05,1.56401058326594e-07,4.175451876610925e-06,-6.487145265410277e-09,-1.5719417490356498e-06,3.3795162224237174e-09,0.00012456868594409995,-0.0002797201301260009,0.00017491340753549977,-0.0003235817323576015
