q1_s_est,q2_s_est,dq1_s_est,dq2_s_est,q1_s_true,q2_s_true,dq1_s_true,dq2_s_true,u1_s,u2_s,q1_l_est,q2_l_est,dq1_l_est,dq2_l_est,q1_l_true,q2_l_true,dq1_l_true,dq2_l_true,u1_l,u2_l,COP_s,COP_l
0.092676671395461,0.0183388501459509,-0.0225884686100365,0.0086217332036812,0.0873,0.0,0.0,0.0,0.0,0.0,0.184609895549593,0.0019412618290964,-0.0164949834445631,0.0041125032672155,0.2,0.0,0.0,0.0,0.0,0.0,-0.0017379596558382592,-0.0017379596558382592
0.0904999113815204,-0.0100935101916784,-0.0063577785294436,0.0034893948552612,0.0908783969397258,0.0027694370298848,-0.0052382888562879,-0.0034586467404982,12.4274243002003,-2.59137841969665,0.201975357099456,0.0038613733936194,-0.0069380168794751,-0.0125858935048815,0.200032859472405,-4.29065885103599e-05,-0.0154939816940845,0.0109172434521849,19.9999999999999,2.29272827804479,0.003921946363060952,0.003921946363060952
0.0937326991510018,-0.0037234590660068,-0.0048393473550186,-0.0033923630162948,0.0907018697029466,0.0042245481702653,-0.0096670785995355,-0.0019783907063008,12.6570811814197,0.419637978022791,0.205456699915413,0.0052172627020501,-0.0188661717719025,0.0078981108652674,0.201263208033733,-0.0010220524372422,-0.025289639354307,0.0020850476050323,19.9999999999997,-5.5872715512126,0.0013868287036538996,0.0013868287036538996
0.0950089405003312,-0.0062210080137172,-0.0087008351248143,0.0047823105484754,0.091094092687263,0.0052394572731202,-0.0125455533652118,-0.0107138768754717,13.6988890013306,-2.67886530304614,0.205167260910667,0.0047249144948187,-0.0266732825043298,-0.0044325853165785,0.201232025699217,-0.0023233675564221,-0.0398405165548996,0.0030792892883412,19.9999999999998,-2.00896663888263,0.004504409453521296,0.004504409453521296
0.0938552559846575,-0.0031584672707672,-0.0104504602288474,-0.0072958399559344,0.0898997666954429,0.0043228198099406,-0.0215993583477297,-0.0076100394378799,14.5831001233321,1.86929751948016,0.201746209480723,-0.000801872356773,-0.0482326844526203,-0.0001546776688737,0.200857498926619,-0.0022054290952451,-0.0510589958789876,-0.0045529826105548,19.9999999999968,-5.46607796068547,0.0004131831538321425,0.0004131831538321425
0.0927715856951267,-0.0010686408252714,-0.0148974963448169,-0.0089693829220959,0.0895815306658801,0.0040052723739544,-0.0274780314419988,-0.0043301924531024,15.9434377594591,2.68396583137083,0.201537429947009,0.0001263784432139,-0.0620572756377573,-0.0061876013223718,0.200662996595898,-0.0012046513407592,-0.0640326352650536,-0.0096562322818891,19.9999999999942,-4.36731800249189,-0.0001382037475531718,-0.0001382037475531718
0.0910436690474744,-0.00123191274369,-0.0227625731326734,-0.0032145550504671,0.0904000160204996,0.0050712437470378,-0.0328079407080743,-0.0072391484757271,18.0110421711503,0.69219142610693,0.19764694195069,-0.0013143986583363,-0.0738786885922819,-0.0129667049148243,0.200821873298003,-0.0005339367447129,-0.0768788428791422,-0.0140734791552855,20.0,-2.94855096694405,0.0024097380640926316,0.0024097380640926316
0.0893050927293068,-0.0031412163805756,-0.0285000242802099,-0.0012906494256588,0.0893022706996651,0.0053702310750406,-0.0366423810805049,-0.0122438643458578,19.5194717309526,-0.133946666476525,0.198769201629954,-0.0017828885190826,-0.0870926559384146,-0.0150953844577852,0.198864504553893,-0.0014356300972319,-0.0894670711504824,-0.0160118110410096,19.9999999999999,-3.30012773540088,0.003519017101220361,0.003519017101220361
0.0877050192607668,-0.002603349857954,-0.0318936912375549,-0.0051545933325082,0.090480058784364,0.0053337235647574,-0.0422884183049957,-0.0164400618334326,19.9999998139833,1.17528631653862,0.196666934374409,-0.002072140819587,-0.10087560908923,-0.0220484715594678,0.198155265346635,-0.0032663982888314,-0.101853739106597,-0.0168129293698117,20.0,-1.92861751267382,0.002417292344952089,0.002417292344952089
0.0871372923392474,0.0003671085248068,-0.0374824059255649,-0.0091854956282842,0.0898647560907258,0.0060579333718438,-0.0480921793455189,-0.0181432914870444,19.9999999999743,2.44618580342174,0.195764418272099,-0.006101626150041,-0.112409373109496,-0.0166524723788709,0.196319716429366,-0.0051500526352,-0.112648324648564,-0.0241664351689563,19.9999999999999,-4.96396296769815,0.0013069792694293326,0.0013069792694293326
