q1_s_est,q2_s_est,dq1_s_est,dq2_s_est,q1_s_true,q2_s_true,dq1_s_true,dq2_s_true,u1_s,u2_s,q1_l_est,q2_l_est,dq1_l_est,dq2_l_est,q1_l_true,q2_l_true,dq1_l_true,dq2_l_true,u1_l,u2_l
0.0831885547675589,-0.0033067743737526,-0.0450636988833898,-0.0055013068505534,0.0844115948420907,0.0013854389610403,-0.0477894489404916,-0.004482899333968,19.9999999999989,0.412705943590936,0.196261230670721,-0.0041232850793603,-0.117916254507543,-0.0227794223057659,0.195735039463812,-0.0043871787663225,-0.123729935126099,-0.0332197357029065,19.9999999999998,-3.13461733419165
0.0833177660397982,-0.003843815436223,-0.0503849576905541,-0.0072624428001434,0.0848931738534211,0.0009996795291065,-0.051496242210218,-0.00803692593003,19.9999999999933,0.555734559186924,0.194062096845077,-0.0042762556475504,-0.129524431466512,-0.0248726003110471,0.195583137873935,-0.004599115317858,-0.134836800170703,-0.0363080636478089,20.0,-3.23987769901692
0.0837679613367366,-0.0047323836610324,-0.0540035655427108,-0.0085277131545567,0.0842270790283808,0.0018120944328406,-0.0554986439831791,-0.0127403884565472,19.9999999999999,0.61410609582699,0.193471469706607,-0.0050208898257989,-0.140651460577025,-0.0286200554577713,0.194672902758755,-0.0047656719290978,-0.147758514220739,-0.039094148977515,19.9999999999992,-2.85019914902261
0.0838141719193655,-0.0042958273721487,-0.0580046265925131,-0.0102097473023246,0.0821540700206632,0.0006097735158892,-0.0622836449495086,-0.0156481858796271,19.9999999999996,0.92380768359498,0.191522067453573,-0.0051376417887377,-0.152885609278438,-0.0320668920588531,0.192958227122902,-0.0058368805767257,-0.159112078702139,-0.0404535348282607,20.0,-2.54653306912895
0.0818387262407918,-0.0040660016238814,-0.0603741635116892,-0.0130612187925682,0.0810908007801573,-0.0003951777542113,-0.0666369900452581,-0.016176065504013,20.0,1.80684115246802,0.187813307196485,-0.0039496746472022,-0.161279262214252,-0.0390494087054037,0.190594044701902,-0.0070190435632478,-0.17489432871418,-0.036914750893691,20.0,-0.574045291523788
0.0793877686723883,-0.0030845579894323,-0.0631196311024032,-0.0168470157999241,0.0810937960105277,0.0001262982284729,-0.0723472510796661,-0.0155839183436747,19.9999999999998,3.06704659919755,0.18715425036887,-0.0031500583620277,-0.175037212415151,-0.0370641290343271,0.189895944073455,-0.0072144189545176,-0.187256267333579,-0.0369192078253486,20.0,-2.19747781464157
0.079537948298321,-0.0027141785054488,-0.0680246181362341,-0.0134792003151157,0.0791881964657857,0.0005543067351403,-0.0768264288331235,-0.0177697252569742,20.0,1.57795049949508,0.188221352190368,-0.0022984683166157,-0.189195168747727,-0.0384999652813626,0.18776418897543,-0.0066198786425858,-0.200076969917723,-0.0371684847313232,20.0,-2.73802167287192
0.0777504935811094,-0.002377170348343,-0.0719402553930898,-0.0140066716437925,0.0799309403517334,-0.0007606295477451,-0.0798579164074526,-0.0197431484107397,20.0,1.55583674120436,0.184961540238958,-0.0024870075032866,-0.199928222249826,-0.0428181129654348,0.185306623033608,-0.0060428929600586,-0.210467922500048,-0.0361966673650753,20.0,-1.98609782974481
0.0779868143028587,-0.0008075490633184,-0.0751365036739719,-0.0183107246382779,0.0790058759665537,-0.0006939181260638,-0.0813463113776097,-0.0167611324469728,19.9999999999999,2.91965276581632,0.183306621615478,-0.0020405371679308,-0.211374831882418,-0.0445177650774052,0.183048936096291,-0.0075228668705293,-0.222138434162758,-0.0358842557720108,20.0,-2.17713123240023
0.0796037481504642,-0.0007846095679063,-0.0803632333055702,-0.0154843548203259,0.0776646358919614,0.0003800718008189,-0.0852034748922778,-0.0198608331873174,19.9999999999997,1.5066568602776,0.180224089689758,-0.0026893964063871,-0.221373899680612,-0.0479931479716786,0.181716667960289,-0.0086042339448656,-0.232625435256393,-0.034142478293252,20.0,-1.70353677779459
0.0799026091044244,-0.0019853986156525,-0.0867420308012824,-0.0158115198532776,0.0758616900155254,-0.0007292686251222,-0.0885730879192385,-0.0236862326698447,19.9999999999975,1.01269363849105,0.177073438662765,-0.0042440488564874,-0.23201580400106,-0.0477696542917201,0.179687942496877,-0.0089280617226778,-0.245516587269904,-0.0343606557536493,20.0,-2.61775640020668
0.0786556533881611,-0.0010341569957895,-0.0909081239427174,-0.0216796702218448,0.0728764804367073,-0.0013563735818802,-0.0921017723875899,-0.0231922833096931,19.9999999999948,2.8302501218322,0.175333874413518,-0.0062607338681608,-0.24395420999815,-0.0455426870563855,0.177014790612818,-0.0083566870626934,-0.257115129622812,-0.0395899817608288,19.9999999999992,-4.4012804985959
0.0775195445362238,-0.0011699058934495,-0.0939670265185721,-0.0194368203806178,0.0712666215299133,-0.0024451340215776,-0.0954060423414023,-0.0250428646298405,20.0,1.86184922174418,0.172454002409261,-0.0095196221827646,-0.254026942444863,-0.045214898271238,0.174808504397682,-0.0092534131220046,-0.266379689623558,-0.0478772451966641,19.9999999999992,-5.47073483107453
0.0773002029386514,7.21124709502188e-05,-0.0973505733560021,-0.0226315362425612,0.0708233689163409,-0.0033518362922565,-0.0993672526840973,-0.0242780102899551,19.9999999999998,2.81891557052098,0.17177656011189,-0.0103004238741175,-0.264105708604066,-0.0503472760053728,0.173832906997364,-0.0094280965586105,-0.276907934564877,-0.0522365284019506,19.999999999997,-4.53159208343586
0.0758385621573239,-4.12681815141956e-05,-0.100521407852569,-0.0206273961578121,0.0689149821444445,-0.0034148147232316,-0.103663753269435,-0.0244803888547675,19.9999999999972,1.93697384685121,0.169565837689139,-0.0100685296025958,-0.273018693910081,-0.0568717002073934,0.169746510871206,-0.0102113051843482,-0.28607262316172,-0.0544770770700405,19.9999999999965,-2.8884699033489
0.0744098914435743,0.0002656362907756,-0.102748232254505,-0.021857657137135,0.0673732712244787,-0.0041356124187627,-0.109044489446477,-0.0248642685487744,20.0,2.2669062397937,0.166710570034907,-0.0113102742870441,-0.282779429034885,-0.0581442955067985,0.165920757210318,-0.0108479244344735,-0.298188036596896,-0.0577736430647206,19.9999999999994,-3.20986751544109
0.0713548537102296,0.0003173920271926,-0.105014210931504,-0.0232896094935987,0.0659044185715124,-0.0042411908468644,-0.110918647179262,-0.0223375068906246,19.9999999999998,2.69594207261517,0.163907222832021,-0.011308238909519,-0.292158425675314,-0.0627202633079835,0.162970100041455,-0.0108989162715157,-0.308314832994022,-0.0579830031172347,19.9999999999993,-2.26670040263687
0.0699345840050764,-0.0005002799467754,-0.110072585313493,-0.0218659497149601,0.0655342947444228,-0.003564521211141,-0.115251399195796,-0.0228884869846403,20.0,1.80147774746582,0.162038490148828,-0.0120512425932757,-0.304980685160806,-0.0623145800903193,0.159875604950387,-0.0104798336993298,-0.317785424786694,-0.0621548412299014,19.9999999999983,-3.37894543832451
0.0676319252866208,-0.0014242388318828,-0.112191676836497,-0.0229015182209613,0.06421803891566,-0.003186673535453,-0.116455561874764,-0.0243500460375077,19.9999999999945,1.9882554781888,0.159005922778036,-0.0130167504947156,-0.314685967023235,-0.0653317153957009,0.156778949821048,-0.0105074058815851,-0.328529055033332,-0.0655809878351464,19.9999999999971,-3.07150176208958
0.0652457737991995,-0.0023750095054539,-0.115861520246405,-0.0247423484436508,0.0636301644667741,-0.0055159440835901,-0.119115205900173,-0.0253616453805821,19.9999999999999,2.33253440340557,0.155186844154417,-0.01343839176427,-0.324116310762842,-0.068261133399739,0.154933916757345,-0.010395860298821,-0.336559908829403,-0.067136875683662,19.9999999999887,-2.69770686045302
0.064804708252495,-0.0028113070290055,-0.118981837036928,-0.026201303407389,0.0617574527252632,-0.006029699967787,-0.122459946274109,-0.0249167205798036,20.0,2.56820051418499,0.153792621019634,-0.0132686580906852,-0.33358666428896,-0.0705016242201897,0.150181686948334,-0.0116162454507093,-0.345363210510627,-0.0687352183215206,19.9999999999932,-2.58829473354736
0.0639380092803755,-0.0026203032333103,-0.120154205741026,-0.0266890863954068,0.0615994840333947,-0.0083781060245754,-0.124860040022218,-0.0232764378332065,20.0,2.69429024885612,0.149697337401909,-0.0158328196098643,-0.342717732315567,-0.0692191858601801,0.146169649464742,-0.0114349026293473,-0.353660591512495,-0.0736709994259004,20.0,-3.81261231451056
0.0622900154284037,-0.0034808665402817,-0.122538641185768,-0.0240413947431428,0.0607706749535421,-0.0080098011750262,-0.128026538824048,-0.0250721781923148,20.0,1.58872563110559,0.146700439242833,-0.0162123611200634,-0.352263504109374,-0.0744495900116473,0.144114942106359,-0.0134728037485813,-0.361433437981394,-0.0771102251324845,20.0,-2.68770489688042
0.0605356042313782,-0.0035079754540957,-0.123866209895655,-0.0274641348182488,0.0590009315833692,-0.0052860490863474,-0.131718201812354,-0.0213336339268187,20.0,2.71383846685573,0.143004332993802,-0.0169137642720455,-0.359895879090672,-0.0768398700650243,0.140013767513349,-0.0150234218909293,-0.36995639705931,-0.0785539307659153,20.0,-2.39154246196481
0.0602575072125365,-0.0044130402574791,-0.127736226086184,-0.0257129490462445,0.0581572392573441,-0.0041337444672231,-0.135510592711554,-0.0207528553137335,19.9999999999992,1.74899212122421,0.139500156334562,-0.0159030830495905,-0.368312592751506,-0.080672745995724,0.135293322050237,-0.0155835937759493,-0.377360835874001,-0.0779492032597594,20.0,-1.51225010340832
0.0598429841916322,-0.0054972058926452,-0.131184788254886,-0.0250193776180736,0.0570983045142378,-0.003140490102812,-0.136072256641278,-0.0243649685078084,19.9999999999996,1.16427878470858,0.135906765078668,-0.0161300893600436,-0.376699629902821,-0.0815217197435803,0.131011000456616,-0.0160496509650714,-0.383492568143383,-0.0775074350692398,20.0,-1.75725633634756
0.0585959276049998,-0.0058823233199019,-0.133480632955919,-0.0254808014588235,0.0550508088291058,-0.0029124569244473,-0.137268854122307,-0.0266279455706357,19.9999999999997,1.15546837976748,0.13354832126635,-0.0172352668693196,-0.386902199547706,-0.0788894838901266,0.124447099018412,-0.0171722680837374,-0.389571992334698,-0.0821061394874528,20.0,-3.44712399225121
0.0557089318287219,-0.0048995831413551,-0.134506160055171,-0.0326300200019124,0.0549262154324369,-0.0003695045265886,-0.140313177230389,-0.0241155671763051,19.9999999999997,3.70829093388269,0.129776724226343,-0.0187621936637714,-0.39477351739645,-0.0822896549608697,0.120160585504299,-0.019157861357347,-0.396837637488985,-0.085633665523307,20.0,-2.89873994175969
0.0543121892505492,-0.0049549570603091,-0.138200875313896,-0.0292524489469782,0.0551412348018361,-0.0014578900810015,-0.142704017006448,-0.0260478406277769,19.9999999999997,2.32212118433527,0.123039837243555,-0.0206718462514671,-0.399430675795818,-0.0849870826898547,0.118656587876166,-0.0195674984918144,-0.402668442619466,-0.0883690582375319,20.0,-2.28299517234692
0.0525916356207318,-0.003580946071177,-0.137934493953391,-0.0322837827171435,0.0530731709637793,-0.0011978928177632,-0.145734863863475,-0.0225930055602716,19.9999999999997,3.56565714173843,0.12048540710659,-0.0204976888940258,-0.407844255382985,-0.0892408145445941,0.114090967556541,-0.0201651838140593,-0.411896578478172,-0.0889158461366717,19.9999999999999,-1.36851224320604
0.0528953450461643,-0.003433421856086,-0.140957111277623,-0.0298007303556054,0.0523794696967299,-0.0002963805273286,-0.147378862171449,-0.0220174200013697,19.9999999999997,2.49432705359489,0.115696743142989,-0.0201030776975185,-0.414358879917526,-0.0920035973151648,0.110069871243711,-0.0188871619942403,-0.419149813574547,-0.0872593497075713,19.9999999999999,-0.721820513615299
0.0524157974696514,-0.0045439323248942,-0.143577228546806,-0.0268672355782838,0.0505075179678603,-0.0006020172786308,-0.145894494834454,-0.0272476118261968,19.9999999999997,1.20866635743191,0.112871887248406,-0.0223000592056703,-0.424518637777854,-0.0871358653641611,0.105324568052978,-0.0178861027154426,-0.425076324698142,-0.0925871684800007,19.9999999999999,-3.2556998563035
0.0515545452775186,-0.0042528232761914,-0.143369375106412,-0.0296676927242865,0.0465833754668537,-0.0017270213394573,-0.146726479976258,-0.029348047184967,19.9999999999997,2.23647006622989,0.106772287370557,-0.0230224249139225,-0.428601835018475,-0.0925587355648561,0.102288790476203,-0.0187598680151564,-0.431113971801707,-0.0934287294658162,19.9999999999999,-1.57973447244086
0.0515813294999655,-0.0033868571169435,-0.145031221702027,-0.0311913025046049,0.0435676328021147,-0.0001573421781768,-0.147903497914728,-0.0321078222719496,19.9999999999997,2.7109304686352,0.100601029715246,-0.0239697042065291,-0.43298115438385,-0.0924322165772411,0.0986762623750291,-0.0198225409246257,-0.43518593516505,-0.0958987616338476,19.9999999999999,-1.8329911142042
0.0502059366819886,-0.0036771217703325,-0.147708234330596,-0.030806931526241,0.0413810846094594,-0.0018264454368671,-0.150393139709483,-0.0351462406314843,19.9999999999995,2.39867570080558,0.0948098647074521,-0.0241644453120893,-0.43796035536287,-0.096009129577528,0.0939487695776485,-0.0215562149546797,-0.440733617567736,-0.0945511734074834,19.9999999999999,-0.813146167616679
0.0479746019510457,-0.0034688242987536,-0.150632009395859,-0.0330420931278842,0.0383720277527813,-0.0003681670205071,-0.151514185094396,-0.034751462166618,19.999999999999,3.03772808920371,0.0920827865396421,-0.0238951861535806,-0.444012859520131,-0.0951689586350656,0.0915131893609071,-0.0219283854150997,-0.446355031717675,-0.0951620696992134,19.9999999999998,-1.4378686275161
0.0467093311134387,-0.0036068723205586,-0.153686723714128,-0.0312960075494713,0.0383094183185766,-0.0027924931273364,-0.151835101281528,-0.0388174965394655,19.9999999999979,2.24346754464349,0.0889905979475378,-0.0250655499575776,-0.449624076456928,-0.0948326471212347,0.0878032857273643,-0.0224205576967584,-0.452010875928835,-0.0981884422735921,19.9999999999997,-1.98083992648775
0.0445033785195497,-0.0044334481116389,-0.154076544126645,-0.0328289780169975,0.0370357840135677,-0.0032990146038061,-0.153701582200079,-0.0402829592629327,19.9999999999986,2.7359796115153,0.0832174297414456,-0.0264921199700908,-0.452273753755273,-0.0972650505111754,0.0833901681595046,-0.0240129588736911,-0.455112442850282,-0.100333849473014,19.9999999999998,-1.29049686582064
0.0417751163727214,-0.0051311295455966,-0.154798333330342,-0.034612752226893,0.0356908697500863,-0.0027095119074445,-0.153959316730188,-0.0390578244295636,19.9999999999991,3.31946672511106,0.077371685033461,-0.0268650100313608,-0.45505065252981,-0.0989420283474394,0.0810805263272605,-0.0249938984399525,-0.4596604456896,-0.100083172242821,19.9999999999998,-0.764483342994431
0.0392262017602748,-0.0064061955899197,-0.155962950535407,-0.0320185429151355,0.0354549579563139,-0.0032259023322961,-0.154618524106585,-0.0433470118146578,19.9999999999995,2.31674364538873,0.073531574816251,-0.0262849406176695,-0.460308160452919,-0.10122419625377,0.0764061222616154,-0.0266104658207409,-0.464180795970812,-0.0985120867894029,19.9999999999998,-0.198248278881778
0.0381916582132354,-0.0058031508403251,-0.157520965109114,-0.0358220084149664,0.0320793175066401,-0.0032293828534905,-0.155629673040796,-0.0413038544873194,19.9999999999989,3.58857855590026,0.0710375227231058,-0.0262243572636836,-0.465716691602637,-0.101412983527752,0.0714115594120171,-0.0255261150258221,-0.468721306905882,-0.097947552532217,19.9999999999994,-0.450938300519816
0.0349494979275739,-0.0050990934084322,-0.157539240618382,-0.0365451953714428,0.0312396847907901,-0.0024489375363585,-0.157464387169897,-0.0388295575763597,19.9999999999996,4.01499183390933,0.0671608099738708,-0.0279924052314763,-0.471960399080924,-0.098307012527383,0.0656467881640321,-0.0254405165262837,-0.469847247236359,-0.103193185608744,19.9999999999992,-2.01321350235365
0.0322705083458165,-0.0062960685533701,-0.159062784982159,-0.0336514373199338,0.0285950802262909,-0.002502517992596,-0.157012141541064,-0.0405034533588456,19.9999999999997,2.89506391396438,0.063936563540398,-0.0291439437663899,-0.475396373919379,-0.101581665556363,0.0599922999332331,-0.0282649264591327,-0.471507295194945,-0.104304153805312,19.999999999999,-1.15689676613991
0.0305232120632611,-0.006771218929833,-0.157941060291735,-0.0350557466084116,0.0277550096783245,-0.0038910643067033,-0.15701357127883,-0.0402671457456768,19.9999999999998,3.47504461480435,0.0592170666171484,-0.0303189417588501,-0.476215317434166,-0.102222084887723,0.0545531128375528,-0.0286953770184368,-0.474416297565258,-0.106603004867631,19.9999999999994,-0.949377801449401
0.0299970548154921,-0.006108504095175,-0.160257170921947,-0.0370972337854934,0.0264035015930614,-0.0034994899134397,-0.156965957706172,-0.0397379282418299,19.9999999999997,4.07703195496777,0.0549399791265623,-0.0316983403770082,-0.479554571930895,-0.100330437745899,0.0494361198090142,-0.0289259693192512,-0.475455052251745,-0.112042039029636,19.9999999999994,-1.82793350449293
0.0297416401627717,-0.00552881531964,-0.159886275959316,-0.0370006504051499,0.0237189039100734,-0.0032116167679251,-0.156224072782706,-0.0368595581802043,19.9999999999997,4.13622828542144,0.0489760125954972,-0.0326240543829772,-0.481008064094011,-0.100998577209535,0.0446793581995788,-0.0290792757904688,-0.476420965966246,-0.115977956743191,19.9999999999997,-1.59156251896327
0.0266510563170168,-0.0068052682145651,-0.158092472116226,-0.0347723739239378,0.0210295169965872,-0.0041393882087623,-0.156664904565008,-0.0364720275517292,19.9999999999998,3.50083914930017,0.0451703232936203,-0.0323730666440662,-0.48303397291149,-0.107886558898587,0.0408451055275117,-0.0306122110163682,-0.477491349281093,-0.113410242687618,19.9999999999996,0.753889783252411
0.025042229621812,-0.0061960114436141,-0.157545493707152,-0.0365573595723599,0.0204559800771503,-0.0041577137597615,-0.156809700795735,-0.0355472945141473,19.9999999999998,4.26516059329981,0.0391133398345767,-0.0326332899363973,-0.482628272236479,-0.107277512150726,0.0362872361852498,-0.0318601187061507,-0.477860667984628,-0.11220583689528,19.9999999999999,0.763820723064541
0.0229912946977497,-0.0076528035869342,-0.157176725463535,-0.0319871785866643,0.0213617833585692,-0.0040092674622121,-0.156497808377869,-0.0381003187918881,19.9999999999998,2.67023862568457,0.0351955767041636,-0.0338024139165224,-0.484213797025982,-0.105286248231858,0.0306924697437847,-0.0325352186998538,-0.477503449434412,-0.110228254041347,19.9999999999999,-0.0076476153928553
0.0205512539461949,-0.0075585450980337,-0.156705662100965,-0.0357883699852709,0.0201749845716777,-0.0055056132461392,-0.155637315908616,-0.0366110332426676,19.9999999999997,4.09629644084913,0.0309950062086277,-0.0339177732802824,-0.48335490586437,-0.105453936547408,0.0260673517287031,-0.0328568488642782,-0.47815704206613,-0.109345940535629,19.9999999999999,0.250290364725345
0.0199918428543183,-0.0084498412286526,-0.156457239424804,-0.0313331941855295,0.0186716047238841,-0.0060496136654,-0.152698361894049,-0.0418290572882863,19.9999999999997,2.53236800402342,0.0277004652266521,-0.0339940905263036,-0.48295387676369,-0.105291835814846,0.0230785358681349,-0.0363615752299463,-0.477744881672318,-0.109157864525317,19.9999999999999,0.333700836017442
0.018144475000001,-0.0062343109676539,-0.155062449375465,-0.0372939006752414,0.01591815373118,-0.0056749538746847,-0.154982309783454,-0.0395215902420592,19.9999999999995,4.94455447355515,0.0217563018302204,-0.0357687446135024,-0.482187265904022,-0.104830622839864,0.0178567080579648,-0.0370697325789855,-0.477850891479746,-0.107901107039807,19.9999999999999,0.274395140320507
0.0168088961338651,-0.0062509281138301,-0.154487460068417,-0.035076798355935,0.015049198427533,-0.007357585690966,-0.154243991507691,-0.039916028164794,19.9999999999988,4.27838802084031,0.0174348902058806,-0.0370240443224661,-0.480872021820172,-0.10483159571833,0.0128523730657201,-0.0376774610195391,-0.476740156989816,-0.106160301786393,19.9999999999999,0.406589148280347
0.0155802744730794,-0.0061511796756651,-0.153318480595298,-0.0356960977493855,0.0138354019157093,-0.006702674001185,-0.155929164640392,-0.0393415396343861,20.0,4.63079788188995,0.0127540311818636,-0.0372684872539046,-0.478553307638173,-0.105032570896271,0.0087287456699729,-0.037055840127398,-0.47645505593703,-0.103898082287801,20.0,0.791904727400492
0.012324925383379,-0.0054099581584015,-0.152032144304359,-0.0366559573274224,0.01377515629059,-0.0069582945317985,-0.157432449441445,-0.0367508634687496,20.0,5.24097762140877,0.0090286042488493,-0.0376695184792247,-0.479105121727614,-0.101395299294424,0.0041608639938157,-0.0387682299915138,-0.47503701406119,-0.105748839527267,20.0,-0.392924359018686
0.0100675123622848,-0.0045848663686203,-0.152395712522113,-0.0366638854318539,0.0116237214890788,-0.0081622336909391,-0.156585644979142,-0.0322728555243956,20.0,5.37472258527759,0.0034666442185155,-0.039702486024021,-0.477524032055757,-0.0999113147406325,0.0006030027071255,-0.0398254152073695,-0.472069928141443,-0.107320804035187,20.0,-0.774442423363695
0.0090969869730902,-0.0044420241628028,-0.152368983452163,-0.035073083510836,0.0105994734055428,-0.0093060905049019,-0.157225755270448,-0.0303476288980719,19.9999999999999,4.8827322840861,0.0002773474486372,-0.0391573494018062,-0.477396640066185,-0.105034906518167,-0.0046399386465776,-0.0400095115854911,-0.469133882939738,-0.105486113187139,20.0,1.14176451930612
0.0092786492747814,-0.0045753363523462,-0.154489023745688,-0.0327037721638925,0.0092791575990137,-0.0102199514197755,-0.155403572811855,-0.0292047303712179,20.0,3.89606262566269,-0.0043995334926836,-0.0408039856497977,-0.474602210564454,-0.100943585582827,-0.0097619017332081,-0.0390249717508082,-0.466554535163937,-0.10656026862543,20.0,-0.0282137784252541
0.0076833853950796,-0.0062735546103102,-0.152868254516734,-0.0304775145621091,0.0081944290534851,-0.0107517804279769,-0.152897933463333,-0.0308373154715929,19.9999999999991,3.15527079866132,-0.008531481967748,-0.0414158499714461,-0.472218112295932,-0.102930830491756,-0.013252809015821,-0.040198233846874,-0.463695721571545,-0.105023397742507,20.0,0.916381778648372
0.0065558044100199,-0.0055585660871124,-0.151226994204247,-0.0341604594073868,0.0086088877686991,-0.0113070751232677,-0.151693798286776,-0.0287368645748625,20.0,4.64214774893588,-0.0135117433325867,-0.0418538886921796,-0.469626600900308,-0.10030959722355,-0.0165188022304067,-0.0436398597553455,-0.460593566998172,-0.105262744137118,19.999999999992,0.357247234043314
0.0057284935280624,-0.0063028913221274,-0.150537896482619,-0.0313730794045392,0.0082965365023648,-0.0129985596010872,-0.150231922907519,-0.0298755104173299,20.0,3.70315024380301,-0.0171668360341042,-0.0416416161930836,-0.46526619291301,-0.103286905720609,-0.0208814909921689,-0.0439692987170424,-0.455906534901785,-0.101820309364011,19.9999999999939,1.84950552397692
0.004512856851647,-0.0057804736769336,-0.14788261989728,-0.0326115840400492,0.0064559756260173,-0.0127690489215792,-0.148418692031105,-0.0268199579303669,20.0,4.41870372847509,-0.0221215256907777,-0.0425961507052053,-0.462168455813303,-0.099460500800394,-0.0253275996053721,-0.0459682704826893,-0.452120220098755,-0.100053263184838,19.9999999999949,0.869771287077199
0.0051822884841762,-0.0069775532300507,-0.149457613465669,-0.0309359178098884,0.0047724846850678,-0.0134100085788533,-0.147816082103641,-0.0246449625149997,19.9999999999988,3.59116210259226,-0.0270665837238706,-0.0436841684018477,-0.458971759977816,-0.0990529753034238,-0.0312056499475034,-0.0462363160282265,-0.448188029137115,-0.096750069777589,19.9999999999954,1.04719849397287
0.0025998139732245,-0.0083453475305634,-0.148414975329236,-0.030814761930397,0.0026281600388373,-0.0131780835208883,-0.147278823558803,-0.0245797747645678,19.9999999999988,3.59046172751129,-0.0324116009628548,-0.0433556092501308,-0.453738607270739,-0.10002212967752,-0.0364363517645195,-0.0479076570045075,-0.444198933281298,-0.0930029637128369,19.9999999999834,1.99521962521077
0.0022104982242653,-0.0096482894473615,-0.149172248791085,-0.0267656372272599,0.0002769974976707,-0.0127761485421007,-0.143493361288836,-0.0263223012295214,19.9999999999996,2.04375903968143,-0.0386917732952823,-0.0462084637264834,-0.449093967659265,-0.0929299195465799,-0.0401389381159551,-0.0496816264954042,-0.439051937685841,-0.0916846137162305,19.9999999999801,-0.107231870239502
0.0001665876463725,-0.0100517512756369,-0.145896868192191,-0.0311385579494688,-0.0008862263512085,-0.0126807281422169,-0.141925026448071,-0.0253242238000217,20.0,3.81549877569712,-0.0424839594883492,-0.0460687553547761,-0.441699269906558,-0.0967052468697623,-0.0453029332693813,-0.050577797558625,-0.433289384877112,-0.0883574989861923,19.9999999999922,1.88505053393799
