q1_s_est,q2_s_est,dq1_s_est,dq2_s_est,q1_s_true,q2_s_true,dq1_s_true,dq2_s_true,u1_s,u2_s,q1_l_est,q2_l_est,dq1_l_est,dq2_l_est,q1_l_true,q2_l_true,dq1_l_true,dq2_l_true,u1_l,u2_l,COP_s,COP_l
0.0789919900246968,0.0004212642462553,0.0019374961322354,-0.0094879641151506,0.0873,0,0,0,0,0,0.194320917011146,-0.0056092962692468,0.0028701997856295,0.016265131111513,0.2,0,0,0,0,0,0.005318996485731,0.0103514736222159
0.0898275867223735,-0.0025314478617764,0.0111308524651278,-0.0001428228590476,0.08756324561719,-0.0008949125262172,-0.008472478663875,-0.0002747611627115,9.04366286660173,-14.1112746039165,0.20396535926841,-0.005154741907559,-0.0046631361675496,0.0223623430511749,0.198790572053276,-0.0006905960368265,-0.0059356578948485,-0.0120037339887443,19.9999999853074,-10.4430897358632,0.000399071701807737,0.00619428643943471
0.098502441268884,0.001022480349765,0.005291849696655,-0.0006101534153827,0.0859167273159055,-0.0020356797700985,-0.016072429268362,-0.0009100252230227,11.3960802254335,-12.6605405221979,0.208603851583999,-0.008434098424806,-0.0134108925403182,-0.007902280730055,0.19700049385426,-0.0007359901568024,-0.0200859755594468,-0.0091550509093686,20,-26.8905125982687,0.000336165717908814,0.00228624936021859
0.0965966843593701,-0.0028390124114181,-0.0049457171468826,-2.82702524643049e-05,0.0850883496276977,-0.0007757805348971,-0.0209017726300957,-0.0025261199052638,13.1041659915392,-9.11789967183775,0.197660500895478,-0.0040281557028099,-0.0232839503343264,-0.0047493969291369,0.196668496487444,-0.000736133804419,-0.0311139522492557,-0.01395504419442,19.9999999999999,-20.1033790002243,0.00097381344752145,0.00394080414393599
0.09336914605518,-0.0011990168309,-0.0142615672998301,-0.0001891233567103,0.0861525750111747,-0.0003574348875862,-0.0236814952439022,-0.0027608591663141,14.6176259252007,-5.29518329134709,0.198155317086898,-0.0049598183003537,-0.0337132344436156,-0.0099024181052945,0.19717141925955,-0.0010156269313004,-0.0427176079554546,-0.0173761339439734,19.9999999999984,-20.5623787144504,0.00183963276942457,0.00386682983524131
0.0959302768125973,-0.0009858374588299,-0.0159296021369549,-0.0072060098540539,0.0859550492162429,0.0002456241242369,-0.0286810323394293,-0.0020680664397897,17.0498136916477,-8.35583291690824,0.198174471565578,-0.0056368865675053,-0.0458834118191594,-0.0176956949735523,0.19594301346286,-0.0018662868544391,-0.0545578993097442,-0.0190369853404504,19.9999999999988,-21.9830739366511,0.000567721754707488,0.0034746978416857
0.0904998485872952,-0.0004453236241933,-0.0249965211263219,-0.0060289455157064,0.0864994289850979,-0.0006250797521331,-0.0315739867723427,-0.0048073617738335,17.9069860937186,-3.90007176644121,0.196006748755908,-0.0050354060288373,-0.0560299612447617,-0.0209550625106479,0.193999465218901,-0.0005862414678273,-0.064635499317434,-0.0220274833726375,19.9999999999999,-20.7756946651709,0.00172388033101859,0.00362496000603684
0.0920495902682736,0.0018674951429971,-0.0312738819154715,-0.0069973005681457,0.0884533177100601,-0.0033220015762111,-0.0351655108153559,-0.0089988268142291,19.5994637739749,-1.95964994147438,0.19478698640182,-0.0029267741425094,-0.0662088488618254,-0.0255051357460408,0.192500597505583,0.0001991300644053,-0.0774161252295852,-0.0262298076069732,19.9999999999993,-20.2341969605801,0.00216344183138966,0.00365139816669342
0.09168899775083,0.0023297311622919,-0.0344502962289409,-0.0101040978122258,0.0884335568120925,-0.0044759188222593,-0.0393716151759333,-0.0110601520967762,19.9999999999998,-2.47987832373247,0.195406528414889,-0.0030894757179958,-0.0791010113875343,-0.0302390306258332,0.192356655123612,0.0003422025202003,-0.0882863952129846,-0.0304911283988691,19.9999999999999,-19.7114689024031,0.0019881946773377,0.00376520263319172
0.0907614007089921,0.0028122645857507,-0.0369445253580218,-0.0136125633613679,0.0884103336984344,-0.0038604611865882,-0.0427183946343712,-0.0137649233901726,19.9999999999996,-3.5549431842455,0.197106516124819,-0.0016535643866353,-0.0907561304313466,-0.0350000603725217,0.191832082171662,-0.0020154640309838,-0.0989779462337907,-0.0350764002831114,19.9999999999999,-19.4625997587546,0.00168332592097505,0.00384692992484014
0.0911384608801292,0.0059266588352047,-0.0417002816781566,-0.0140183548543215,0.0896001896627025,-0.004454866913585,-0.0465736349722547,-0.0167841428955244,19.9999999999979,-2.07512831696627,0.195224874246241,-0.002737504350556,-0.0975694340491263,-0.0380600377332517,0.191061140075638,-0.0012379831353608,-0.10829386146264,-0.038895848475005,19.9999999999998,-19.3107908034251,0.00216863820577646,0.00382195063618186
0.0876448215356144,0.004084682187889,-0.0462365478553226,-0.0146034334726324,0.0886215170871127,-0.0055256092833294,-0.0496098018759724,-0.021600677361361,20,-0.906132792639603,0.193804092714539,-0.0057025342938167,-0.105603345560266,-0.0443587243558528,0.188163496567577,-0.0019720343874435,-0.1216625076,-0.0434045082401899,20,-21.0719999670737,0.00243936247130275,0.00324405062224812
0.0883433492923141,0.0029370608557839,-0.0501938747027277,-0.0183814829167501,0.0885250417130344,-0.0049744357466972,-0.0532090100004613,-0.0261172012204758,19.9999999999999,-2.31565792745089,0.190157996667314,-0.0050870205295306,-0.118084080127643,-0.0456980038568508,0.187163270735857,-0.0030686453264573,-0.132333527878884,-0.0457381568210036,20,-17.9011404649396,0.00204938380915423,0.00397660202639432
0.0886055452368634,0.0016031944808349,-0.0534318261877623,-0.0227911148604212,0.0883474949249267,-0.0051415790750966,-0.057171392025736,-0.028122960872495,19.9999999999999,-4.24784256019029,0.189321181330246,-0.0036430284536195,-0.128250098938855,-0.0499699236545807,0.185521858201998,-0.0058765277869656,-0.142083041011868,-0.0504713552176816,19.9999999999994,-17.3574942602328,0.00152128431564193,0.00407539643942769
0.0860322928494373,0.0015028896621655,-0.0567893901725898,-0.023446875760071,0.0900883175771949,-0.0042034185052239,-0.0611200017763575,-0.0320359043667918,19.9999999999998,-3.33171859527613,0.186378090603024,-0.0041887524324587,-0.137758334166015,-0.0541012218185616,0.183224547946518,-0.0057692336610064,-0.152547380381055,-0.0550346440521916,19.9999999999972,-16.872408143548,0.00185882644647895,0.00405841800369332
0.0850856638255492,-0.0007544826373272,-0.05960870999665,-0.0261328301938629,0.0909454602854931,-0.0057149794853839,-0.0646861041523813,-0.0335739783443956,19.9999999999997,-4.33128921191756,0.185168780412869,-0.0042275551647113,-0.15027213155132,-0.0585581710212051,0.183206763860162,-0.0071604221363338,-0.159652976444974,-0.0604155003449686,20,-15.9842516737761,0.00167952268793645,0.00429732689937837
0.0839995997082028,-0.0025161425305312,-0.0623166642470017,-0.0255709257333352,0.0911829768446991,-0.0053795718147914,-0.0693066497214649,-0.0356504037387595,20,-3.38088087174469,0.181866532188401,-0.0042862717740679,-0.158339181005891,-0.0631552036020985,0.180048143677699,-0.0086224670930728,-0.167111507980828,-0.0678000676120149,19.9999999999988,-16.0173795465311,0.00194267694133871,0.00414624041553008
0.0859587808051352,-0.0023373337931372,-0.0661475796892726,-0.0295776116340428,0.0910744427345508,-0.0067518421158074,-0.074751918847991,-0.0388361477541418,19.9999999999999,-4.9825235291911,0.178978047460746,-0.0038858737227542,-0.168351569096943,-0.0660508980658254,0.178432300368491,-0.0069108520632692,-0.17494214070912,-0.0736001779996816,19.9999999999998,-14.5466991815694,0.00153553605306344,0.00436267985766907
0.0859370352711963,-0.0042796185120043,-0.0691486642606638,-0.0321853783601882,0.091159031748483,-0.0093698286627596,-0.0797399783101388,-0.0406154692446029,19.9999999999996,-5.9932660918146,0.177580502468034,-0.0042184202833001,-0.17619322897516,-0.072100148407657,0.177435224655327,-0.0078361139422573,-0.183530675469419,-0.0784670312827668,19.9999999999999,-15.8253685364386,0.00132689339496711,0.00402729305395316
0.0859695942373708,-0.0047261742229036,-0.0712610065961025,-0.0312421613698591,0.0918348792314295,-0.0101874377525477,-0.0862598544264603,-0.0418320766071153,19.9999999999998,-4.96237467534887,0.175828634106732,-0.0044759525673097,-0.184505942076334,-0.0763240039608848,0.176110233126309,-0.0085572634497284,-0.191809968273911,-0.0832388696003729,20,-15.8535305790649,0.00167227709886913,0.00396227302546471
0.0874643258782229,-0.0070048167645899,-0.0741644470846586,-0.0383800595138066,0.0904694236279997,-0.0126788729004283,-0.092829348522013,-0.0404118872339622,20,-8.93044793881977,0.174762350144216,-0.006457552712526,-0.193129349594771,-0.0820708447852085,0.173910513123669,-0.0090460241568426,-0.201951011737543,-0.0891589332391142,20,-17.0618944035842,0.000537940481298733,0.00355642265025537
0.0873228968816831,-0.0072400083398047,-0.0818452890504406,-0.0353381735570623,0.0900076224239608,-0.0121524612608291,-0.095399005692895,-0.0408881437465525,19.9999999999979,-5.15636237102712,0.174460440747919,-0.0090140903400636,-0.201878847484086,-0.0887398827838479,0.170786768040627,-0.0085019471760382,-0.212673510546545,-0.0918191424032169,20,-18.9879450143184,0.0015491704295018,0.00288097850439372
