q1_s_est,q2_s_est,dq1_s_est,dq2_s_est,q1_s_true,q2_s_true,dq1_s_true,dq2_s_true,u1_s,u2_s,COP_s,com_x_s,com_z_s,dcom_x_s,dcom_z_s,ddcom_x_s,ddcom_z_s,dCOP_s,ddCOP_s,dddcom_x_s,dddcom_z_s
0.0927225671633227,-0.0075109228514343,0.0052676341246817,-0.0038496365779089,0.0873,0.0,0.0,0.0,0.0,0.0,-0.0017379596558382,0.0015217907710822665,0.9987642727432148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0838808394632407,-0.0048501055306763,-0.0156641523715991,-0.0033114245989968,0.0869051282659809,0.0003004366646265,-0.0027361833723648,-0.0009943190208657,14.8922715996779,0.375000085493056,0.001518344871854,0.001516005395389486,0.9987642815392078,-5.785375692780393e-06,8.795993045040973e-09,-5.785375692780393e-06,8.795993045040973e-09,0.0032563045276922,0.0032563045276922,-5.785375692780393e-06,8.795993045040973e-09
0.079735511694965,-0.0039454219057242,-0.0127253447745972,-0.0052334946866244,0.0867912714740662,0.0004842189736001,-0.0091727688486274,-0.000275009474232,13.5611490862463,1.14242899936259,0.0004771677197897,0.0015146922916439707,0.9987642835278454,-1.313103745515399e-06,1.988637587935216e-09,4.472271947264994e-06,-6.807355457105757e-09,-0.0010411771520643,-0.0042974816797565,1.0257647640045386e-05,-1.560334850214673e-08
0.0764562434576635,0.0052687536928179,-0.0152226757670908,-0.0073847035861744,0.0840870841078806,0.000734679487402,-0.0167355868363525,0.0052369974181328,14.1632113030269,2.81962756597733,-0.0010566016147578,0.0014684689252785598,0.998764352551328,-4.622336636541085e-05,6.902348259618662e-08,-4.491026261989545e-05,6.703484500825141e-08,-0.0015337693345474999,-0.0004925921824831998,-4.9382534567160444e-05,7.384220046535717e-08
0.0751352597705725,0.0056156658502329,-0.0143003386358429,-0.0044781467622608,0.0851262173730028,-0.0002735181528526,-0.0232463092225993,0.0092612254690582,13.6196973295267,1.83532825727035,-0.0002932248015248,0.0014828984405048445,0.9987643312433028,1.4429515226284644e-05,-2.1308025233146566e-08,6.0652881591695493e-05,-9.033150782933319e-08,0.0007633768132329999,0.0022971461477804996,0.00010556314421159094,-1.573663528375846e-07
0.0768620238195457,0.0022837948087947,-0.0187140433802296,0.0015415379284274,0.0855613999933491,-0.001084385923424,-0.0271643574193438,0.0054275668793883,14.953551293051,-0.589291111849384,0.0023041090458214,0.0014875211783178838,0.9987643243413201,4.622737813039313e-06,-6.901982652074423e-09,-9.806777413245331e-06,1.4406042581072143e-08,0.0025973338473462,0.0018339570341132,-7.045965900494082e-05,1.0473755041040533e-07
0.0778521986610493,-0.0016570352146683,-0.0227239842565508,0.0015776930110907,0.0841629970822256,-0.0012960205055354,-0.0315564287714849,-0.0005718463367617,16.2770989023509,-0.971409334815128,0.002932961835759,0.0014623712012458365,0.9987643614693785,-2.514997707204732e-05,3.712805840550004e-08,-2.9772714885086633e-05,4.4030041057574465e-08,0.0006288527899376002,-0.0019684810574086,-1.9965937471841302e-05,2.9623998476502322e-08
0.077031229835354,-0.0045620447266436,-0.0272627655764754,0.0001687071736026,0.0830074342674344,0.002145674977649,-0.0355118168367315,-0.004824065767692,17.6195695655437,-0.735054296785137,0.0034038259481569,0.0014548051258115571,0.9987643724451132,-7.566075434279349e-06,1.0975734654472546e-08,1.758390163776797e-05,-2.6152323751027495e-08,0.00047086411239789967,-0.00015798867753970052,4.7356616522854604e-05,-7.018236480860196e-08
0.0771773037109594,-0.0035282152125462,-0.0319160691263068,-0.0038678243212097,0.0827963999895332,0.001422274408626,-0.0394685200559606,-0.0071822663701982,19.2580082776314,0.802704030227254,0.0022748044375721,0.0014484828289046887,0.9987643816992477,-6.32229690686846e-06,9.254134569758321e-09,1.2437785274108885e-06,-1.7216000847142254e-09,-0.0011290215105847997,-0.0015998856229826994,-1.6340123110357083e-05,2.443072366631327e-08
0.0789810467069674,-0.0015458036734895,-0.0360207487961479,-0.0076228679318971,0.0830221252931252,0.0018031934490436,-0.0428678338659813,-0.0077917825612985,19.9999999999942,2.11800692578636,0.0012244605267142,0.001453809646542688,0.998764373928725,5.326817637999349e-06,-7.770522780781164e-09,1.164911454486781e-05,-1.7024657350539485e-08,-0.0010503439108579002,7.867759972689952e-05,1.040533601745692e-05,-1.530305726582526e-08
