q1_s_est,q2_s_est,dq1_s_est,dq2_s_est,q1_s_true,q2_s_true,dq1_s_true,dq2_s_true,u1_s,u2_s,COP_s,com_x_s,com_z_s,dcom_x_s,dcom_z_s,ddcom_x_s,ddcom_z_s,dCOP_s,ddCOP_s,dddcom_x_s,dddcom_z_s
0.0906685376682341,0.016109709091868,-0.008392440436069,-0.0063556921893451,0.0873,0.0,0.0,0.0,0.0,0.0,-0.0017379596558382,0.0015217907710822665,0.9987642727432148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.075832944749436,-0.0122430005283752,0.0203018420027861,-0.0071864614726828,0.0860370361630092,-0.0005470393599721,-0.0114321895392153,0.0071695749452427,2.664467659156,0.887559083586865,-0.0020965857227157,0.0014977760242791873,0.9987643090375966,-2.4014746803079166e-05,3.629438183327949e-08,-2.4014746803079166e-05,3.629438183327949e-08,-0.0003586260668775,-0.0003586260668775,-2.4014746803079166e-05,3.629438183327949e-08
0.0717420881105972,-0.0094239071140912,8.47103147765173e-05,0.0154236233035063,0.0856596732754097,-0.000175759927593,-0.0131557329461682,-0.0057136948395865,7.78540024659199,-6.66388874940702,0.0061311549023837,0.0014925547465816972,0.998764316860693,-5.221277697490135e-06,7.823096392911566e-09,1.879346910558903e-05,-2.847128544036792e-08,0.0082277406250994,0.008586366691976901,4.2808215908668196e-05,-6.476566727364741e-08
0.0738912552292847,-0.0090519238532312,-0.0102006369135841,0.0039815279614805,0.0860921623984399,-0.0001493215674029,-0.0178403430548933,-0.011691203507995,11.6848457106339,-2.57422565701201,0.003513314601869,0.0015001903950400885,0.9987643054209985,7.635648458391344e-06,-1.1439694524995048e-08,1.2856926155881479e-05,-1.9262790917906614e-08,-0.0026178403005146997,-0.0108455809256141,-5.936542949707552e-06,9.208494522461308e-09
0.0809846646298433,-0.0084488479119531,-0.0175622189618137,-0.0050547552417152,0.0849845644160725,-0.0009394080970938,-0.0214121381778451,-0.0123980234399678,15.1628065177908,0.658660712896555,0.0011843369659245,0.001477995747542697,0.9987643384901025,-2.2194647497391544e-05,3.3069104010685635e-08,-2.983029595578289e-05,4.450879853568068e-08,-0.0023289776359445,0.0002888626645701996,-4.268722211166437e-05,6.37715894535873e-08
0.0792679761615593,-0.0068071317570632,-0.0221843126370396,-0.0070165258777288,0.0856350525023774,0.000773969981432,-0.0239585069875238,-0.0112949436228734,16.5075853866928,1.53524755270515,0.0008263667306955,0.0014955962699908037,0.9987643122964851,1.760052244810669e-05,-2.6193617386205403e-08,3.9795169945498234e-05,-5.926272139689104e-08,-0.0003579702352289999,0.0019710074007155,6.962546590128112e-05,-1.0377151993257172e-07
0.0766092416489418,-0.0036289964352372,-0.0243000583061058,-0.0103533385078046,0.0863867975449202,4.9259093396067e-05,-0.0305457015603042,-0.0080909069415473,17.0222194665511,3.03678627119535,-0.0007139514536311,0.0015060520899162328,0.9987642965997603,1.0455819925429127e-05,-1.569672480883355e-08,-7.144702522677562e-06,1.0496892577371852e-08,-0.0015403181843266001,-0.0011823479490976002,-4.6939872468175796e-05,6.975961397426289e-08
0.0785608265852121,-0.0051136848456305,-0.0278547736006244,-0.0013587373517156,0.0869629299664888,-0.0002214126320719,-0.035265461102893,-0.0127217794693928,18.0321001145658,-0.256736979210316,0.0027298169683577,0.0015151059255901112,0.9987642829051305,9.053835673878373e-06,-1.3694629763527644e-08,-1.4019842515507544e-06,2.002095045305907e-09,0.0034437684219888,0.0049840866063154,5.742718271126808e-06,-8.494797532065945e-09
0.0781234906273347,-0.0035610950172957,-0.0320352274379872,-0.0069707806848095,0.0857514541236861,0.0002186971358778,-0.0399467247290634,-0.0138113498394145,19.5159268079734,1.8847918443246,0.0010986144146205,0.0014955961544544471,0.9987643123105512,-1.9509771135664024e-05,2.9405420653993986e-08,-2.8563606809542397e-05,4.310005041752163e-08,-0.0016312025537372,-0.005074970975726,-2.7161622557991642e-05,4.109795537221572e-08
0.077675993829728,-0.0017063040574603,-0.0377737566067401,-0.013505231809579,0.0850303382739236,-0.0004169425039677,-0.0457526658203444,-0.0098215747609549,19.9999999997135,4.03016705954106,-0.0010790038735688,0.0014807029703874657,0.998764334498081,-1.4893184066981473e-05,2.2187529813422202e-08,4.616587068682551e-06,-7.2178908405717834e-09,-0.0021776182881892998,-0.0005464157344520998,3.318019387822495e-05,-5.031794125809341e-08
0.0751046714968243,-0.0020624913936182,-0.041051318003785,-0.0093059992634104,0.0846819580772056,0.0007724780868737,-0.0505606277600146,-0.0095251893133432,19.9999999999654,2.40936729886344,0.0007774412853609,0.001478976737197954,0.9987643370451312,-1.7262331895116084e-06,2.5470502373892145e-09,1.3166950877469864e-05,-1.9640479576032988e-08,0.0018564451589297,0.004034063447119,8.550363808787313e-06,-1.2422588735461204e-08
0.0760182170915951,-0.002274952390724,-0.0454179332459815,-0.0080081828783402,0.0836881457748994,-0.0007325002765684,-0.0538710708521807,-0.0110903240905452,19.9999999999683,1.58811260299548,0.0014175694763836,0.0014561530592570717,0.9987643705833158,-2.282367794088241e-05,3.3538184562864615e-08,-2.10974447513708e-05,3.09911343254754e-08,0.0006401281910226999,-0.001216316967907,-3.4264395628840665e-05,5.063161390150839e-08
0.077387193923624,-0.0011815917761731,-0.0515176801372145,-0.0123103758737057,0.0837609095122801,-0.0013806238074712,-0.0576914783840296,-0.0096861398817595,20.0,2.64771957136637,0.0002782094486117,0.0014550529451457976,0.9987643721521062,-1.1001141112740049e-06,1.568790430894751e-09,2.1723563829608404e-05,-3.1969394131969864e-08,-0.0011393600277718999,-0.0017794882187945997,4.2821008580979205e-05,-6.296052845744526e-08
0.0774187799394403,-0.0016833739866339,-0.0574802201824176,-0.0104731112065352,0.0826211171300774,-0.0033168578019595,-0.0614825290717373,-0.0120549253479432,19.9999999999999,1.5223860962908,0.0011825819535016,0.001428108594491951,0.9987644108133653,-2.6944350653846554e-05,3.86612590830282e-08,-2.584423654257255e-05,3.709246865213345e-08,0.0009043725048898999,0.0020437325326617996,-4.756780037218095e-05,6.906186278410331e-08
